Sample	AF	Guide
SPIKE_CRISPR-Pol-RT_NT_sgRNA	0.000346906303257552	c1+c2
SPIKE_CRISPR-Pol-RT_NT_sgRNA	0.000395368859645149	c1+c2
SPIKE_CRISPR-Pol-RT_NT_sgRNA	0.000387440601887327	c1+c2
SPIKE_CRISPR-Pol-RT_NT_sgRNA	0.000807379103263379	c1+c2
SPIKE_CRISPR-Pol-RT_NT_sgRNA	0.000164884010197852	c1+c2
SPIKE_CRISPR-Pol-RT_NT_sgRNA	0.000319826355271008	c1+c2
SPIKE_CRISPR-Pol-RT_NT_sgRNA	0.000261420007867427	c1+c2
SPIKE_CRISPR-Pol-RT_NT_sgRNA	0.000215267110786443	c1+c2
SPIKE_CRISPR-Pol-RT_NT_sgRNA	0.000156854943608735	c1+c2
SPIKE_CRISPR-Pol-RT_NT_sgRNA	0.000380689824814224	c1+c2
SPIKE_CRISPR-Pol-RT_NT_sgRNA	0.00032275786569887	c1+c2
SPIKE_CRISPR-Pol-RT_NT_sgRNA	0.00052969450502884	c1+c2
SPIKE_CRISPR-Pol-RT_NT_sgRNA	0.000332489257604646	c1+c2
SPIKE_CRISPR-Pol-RT_NT_sgRNA	0.000373000396487788	c1+c2
SPIKE_CRISPR-Pol-RT_NT_sgRNA	0.000229432772750533	c1+c2
SPIKE_CRISPR-Pol-RT_NT_sgRNA	0.000419408684763648	c1+c2
SPIKE_CRISPR-Pol-RT_NT_sgRNA	0.00017233459178145	c1+c2
SPIKE_CRISPR-Pol-RT_NT_sgRNA	0.000105078057592678	c1+c2
SPIKE_CRISPR-Pol-RT_NT_sgRNA	0.000251298886764308	c1+c2
SPIKE_CRISPR-Pol-RT_NT_sgRNA	0.000344889372855563	c1+c2
SPIKE_CRISPR-Pol-RT_NT_sgRNA	0.000186202653322255	c1+c2
SPIKE_CRISPR-Pol-RT_NT_sgRNA	0.00018667849383926	c1+c2
SPIKE_CRISPR-Pol-RT_NT_sgRNA	0.000205274076444418	c1+c2
SPIKE_CRISPR-Pol-RT_NT_sgRNA	0.000532400098661982	c1+c2
SPIKE_CRISPR-Pol-RT_NT_sgRNA	0.000294333574811052	c1+c2
SPIKE_CRISPR-Pol-RT_NT_sgRNA	0.00017970275948108	c1+c2
SPIKE_CRISPR-Pol-RT_NT_sgRNA	0.000246724281334183	c1+c2
SPIKE_CRISPR-Pol-RT_NT_sgRNA	0.000126114890665396	c1+c2
SPIKE_CRISPR-Pol-RT_NT_sgRNA	0.000234811861047769	c1+c2
SPIKE_CRISPR-Pol-RT_NT_sgRNA	0.000161445288608427	c1+c2
SPIKE_CRISPR-Pol-RT_NT_sgRNA	0.000876582632528683	c1+c2
SPIKE_CRISPR-Pol-RT_NT_sgRNA	0.000265989018406135	c1+c2
SPIKE_CRISPR-Pol-RT_NT_sgRNA	0.000180766493118997	c1+c2
SPIKE_CRISPR-Pol-RT_NT_sgRNA	0.000995340151659469	c1+c2
SPIKE_CRISPR-Pol-RT_NT_sgRNA	0.00060389242601346	c1+c2
SPIKE_CRISPR-Pol-RT_NT_sgRNA	0.000686577420712116	c1+c2
SPIKE_CRISPR-Pol-RT_NT_sgRNA	0.000370849563148815	c1+c2
SPIKE_CRISPR-Pol-RT_NT_sgRNA	0.000525214110535508	c1+c2
SPIKE_CRISPR-Pol-RT_NT_sgRNA	0.000493510667129106	c1+c2
SPIKE_CRISPR-Pol-RT_NT_sgRNA	0.000121748341880333	c1+c2
SPIKE_CRISPR-Pol-RT_NT_sgRNA	0.000184589104999663	c1+c2
SPIKE_CRISPR-Pol-RT_NT_sgRNA	0.000209006458593946	c1+c2
SPIKE_CRISPR-Pol-RT_NT_sgRNA	0.000166791995825893	c1+c2
SPIKE_CRISPR-Pol-RT_NT_sgRNA	0.000450118178081274	c1+c2
SPIKE_CRISPR-Pol-RT_NT_sgRNA	0.000188848696691279	c1+c2
SPIKE_CRISPR-Pol-RT_NT_sgRNA	0.00040519019689917	c1+c2
