Sample	AF	Guide
EGFP_NT_sgRNA	0.00488358017694439	a1
EGFP_NT_sgRNA	0.000384961348995592	a1
EGFP_NT_sgRNA	0.00303751297836205	a1
EGFP_NT_sgRNA	0.00273696415605986	a1
EGFP_NT_sgRNA	0.000817619769115525	a1
EGFP_NT_sgRNA	0.000970605489394798	a1
EGFP_NT_sgRNA	0.000384307217163363	a1
EGFP_NT_sgRNA	0.00035462359122961	a1
EGFP_NT_sgRNA	0.00111317786266878	a1
EGFP_NT_sgRNA	0.000124064483504815	a1
EGFP_NT_sgRNA	0.000155678503133895	a1
EGFP_NT_sgRNA	0.000411644353771327	a1
EGFP_NT_sgRNA	0.00481360912938196	a1
EGFP_NT_sgRNA	0.00012799205874249	a1
EGFP_NT_sgRNA	0.000127974502662659	a1
EGFP_NT_sgRNA	0.000192027540043722	a1
EGFP_NT_sgRNA	0.00177412256927568	a1
EGFP_NT_sgRNA	0.000140380232048601	a1
EGFP_NT_sgRNA	0.000238784227314448	a1
EGFP_NT_sgRNA	9.15222565569842E-05	a1
EGFP_NT_sgRNA	8.69591670691611E-05	a1
EGFP_NT_sgRNA	0.000164191795566288	a1
EGFP_NT_sgRNA	0.000163995318877519	a1
EGFP_NT_sgRNA	0.000120093970956378	a1
EGFP_NT_sgRNA	0.00025206043394082	a1
EGFP_sgRNA_a1	0.00475423168975571	a1
EGFP_sgRNA_a1	0.000395696426134587	a1
EGFP_sgRNA_a1	0.00298010092294251	a1
EGFP_sgRNA_a1	0.00248465308265712	a1
EGFP_sgRNA_a1	0.000848449224729316	a1
EGFP_sgRNA_a1	0.000992394457793675	a1
EGFP_sgRNA_a1	0.000344510481983174	a1
EGFP_sgRNA_a1	0.000305477448683863	a1
EGFP_sgRNA_a1	0.00108662865783216	a1
EGFP_sgRNA_a1	0.000205597899564217	a1
EGFP_sgRNA_a1	0.000147407200392825	a1
EGFP_sgRNA_a1	0.000431501544582347	a1
EGFP_sgRNA_a1	0.00484350824568036	a1
EGFP_sgRNA_a1	0.00015149757602909	a1
EGFP_sgRNA_a1	0.000155334234304478	a1
EGFP_sgRNA_a1	0.000190849904917848	a1
EGFP_sgRNA_a1	0.00163236007398671	a1
EGFP_sgRNA_a1	0.000165342236845895	a1
EGFP_sgRNA_a1	0.000313833245468932	a1
EGFP_sgRNA_a1	9.86443282058388E-05	a1
EGFP_sgRNA_a1	0.000110402625011349	a1
EGFP_sgRNA_a1	0.000182048016331016	a1
EGFP_sgRNA_a1	0.000192657301083595	a1
EGFP_sgRNA_a1	0.000141120902895098	a1
EGFP_sgRNA_a1	0.000288184315242767	a1
EGFP_NT_sgRNA	0.00488358017694439	a1+a2
EGFP_NT_sgRNA	0.000384961348995592	a1+a2
